"Prev.Length","Prev.Size","Tile.Size","Top.Row","Browse.Time"
60,0.4,0.2,"TC",17.0061375268989
60,0.4,0.2,"TC",20.9493248598708
60,0.4,0.2,"TC",20.5302953575918
60,0.4,0.2,"TC",20.5487491070941
60,0.4,0.2,"TC",22.7119150725886
60,0.4,0.2,"TC",22.2876980752964
60,0.4,0.2,"TC",21.4889848585996
60,0.4,0.2,"TC",16.190149696074
60,0.4,0.2,"TC",20.1264099291825
60,0.4,0.2,"TC",22.2487466975373
60,0.4,0.2,"TC",15.8104182762416
60,0.4,0.2,"TC",20.7216326045997
60,0.4,0.2,"TC",22.605907746445
60,0.4,0.2,"TC",24.0541867107559
60,0.4,0.2,"TC",15.9551878615043
60,0.4,0.2,"TC",21.2391790102487
60,0.4,0.2,"TC",16.0082358962078
60,0.4,0.2,"TC",18.5833985972728
60,0.4,0.2,"TC",23.0801257743552
60,0.4,0.2,"TC",22.207863831512
60,0.4,0.2,"TC",21.4441097012577
60,0.4,0.2,"TC",26.1717884263843
60,0.4,0.2,"TC",16.7792565559036
60,0.4,0.2,"TC",21.3695542832726
60,0.4,0.2,"TC",18.3791555040553
60,0.4,0.2,"TC",21.081647746784
60,0.4,0.2,"TC",21.4416064643102
60,0.4,0.2,"TC",20.9094918811788
60,0.4,0.2,"TC",14.7816354051531
60,0.4,0.2,"TC",22.1127972565088
